"Time (CET/CEST),""BZN|PL > BZN|DE-AT-LU Day Ahead [MW]"",""BZN|PL > BZN|DE-AT-LU Total [MW]"",""BZN|DE-AT-LU > BZN|PL Day Ahead [MW]"",""BZN|DE-AT-LU > BZN|PL Total [MW]"""
"22.04.2018 04:00 - 22.04.2018 05:00,""0"",""0"",""0"",""0"""
"22.04.2018 05:00 - 22.04.2018 06:00,""0"",""0"",""0"",""0"""
"22.04.2018 06:00 - 22.04.2018 07:00,""0"",""0"",""76"",""76"""
"22.04.2018 07:00 - 22.04.2018 08:00,""0"",""0"",""244"",""244"""
"22.04.2018 08:00 - 22.04.2018 09:00,""0"",""0"",""430"",""430"""
"22.04.2018 09:00 - 22.04.2018 10:00,""0"",""0"",""430"",""430"""
"22.04.2018 10:00 - 22.04.2018 11:00,""0"",""0"",""475"",""475"""
"22.04.2018 11:00 - 22.04.2018 12:00,""0"",""0"",""455"",""455"""
"22.04.2018 12:00 - 22.04.2018 13:00,""0"",""0"",""455"",""555"""
"22.04.2018 13:00 - 22.04.2018 14:00,""0"",""0"",""445"",""545"""
"22.04.2018 14:00 - 22.04.2018 15:00,""0"",""0"",""475"",""575"""
"22.04.2018 15:00 - 22.04.2018 16:00,""0"",""0"",""395"",""495"""
"22.04.2018 16:00 - 22.04.2018 17:00,""0"",""0"",""395"",""495"""
"22.04.2018 17:00 - 22.04.2018 18:00,""0"",""0"",""440"",""540"""
"22.04.2018 18:00 - 22.04.2018 19:00,""0"",""0"",""370"",""470"""
"22.04.2018 19:00 - 22.04.2018 20:00,""0"",""0"",""390"",""490"""
"22.04.2018 20:00 - 22.04.2018 21:00,""0"",""0"",""380"",""479"""
"22.04.2018 21:00 - 22.04.2018 22:00,""0"",""0"",""440"",""440"""
"22.04.2018 22:00 - 22.04.2018 23:00,""0"",""0"",""385"",""485"""
"22.04.2018 23:00 - 23.04.2018 00:00,""0"",""0"",""365"",""365"""
"23.04.2018 00:00 - 23.04.2018 01:00,""0"",""0"",""0"",""100"""
"23.04.2018 01:00 - 23.04.2018 02:00,""0"",""0"",""0"",""100"""
"23.04.2018 02:00 - 23.04.2018 03:00,""0"",""0"",""0"",""100"""
"23.04.2018 03:00 - 23.04.2018 04:00,""0"",""0"",""0"",""100"""
"23.04.2018 04:00 - 23.04.2018 05:00,""0"",""0"",""0"",""0"""
"23.04.2018 05:00 - 23.04.2018 06:00,""0"",""0"",""134"",""134"""
"23.04.2018 06:00 - 23.04.2018 07:00,""0"",""0"",""220"",""220"""
"23.04.2018 07:00 - 23.04.2018 08:00,""0"",""0"",""300"",""300"""
"23.04.2018 08:00 - 23.04.2018 09:00,""0"",""0"",""295"",""295"""
"23.04.2018 09:00 - 23.04.2018 10:00,""0"",""0"",""375"",""375"""
"23.04.2018 10:00 - 23.04.2018 11:00,""0"",""0"",""420"",""420"""
"23.04.2018 11:00 - 23.04.2018 12:00,""0"",""0"",""395"",""395"""
"23.04.2018 12:00 - 23.04.2018 13:00,""0"",""0"",""420"",""420"""
"23.04.2018 13:00 - 23.04.2018 14:00,""0"",""0"",""420"",""420"""
"23.04.2018 14:00 - 23.04.2018 15:00,""0"",""0"",""360"",""360"""
"23.04.2018 15:00 - 23.04.2018 16:00,""0"",""0"",""340"",""340"""
"23.04.2018 16:00 - 23.04.2018 17:00,""0"",""0"",""340"",""340"""
"23.04.2018 17:00 - 23.04.2018 18:00,""0"",""0"",""345"",""345"""
"23.04.2018 18:00 - 23.04.2018 19:00,""0"",""0"",""375"",""375"""
"23.04.2018 19:00 - 23.04.2018 20:00,""0"",""50"",""325"",""325"""
"23.04.2018 20:00 - 23.04.2018 21:00,""0"",""0"",""385"",""385"""
"23.04.2018 21:00 - 23.04.2018 22:00,""0"",""0"",""240"",""240"""
"23.04.2018 22:00 - 23.04.2018 23:00,""0"",""507"",""225"",""325"""
"23.04.2018 23:00 - 24.04.2018 00:00,""5"",""266"",""265"",""365"""
"24.04.2018 00:00 - 24.04.2018 01:00,""0"",""0"",""154"",""154"""
"24.04.2018 01:00 - 24.04.2018 02:00,""0"",""0"",""5"",""5"""
"24.04.2018 02:00 - 24.04.2018 03:00,""0"",""0"",""0"",""0"""
"24.04.2018 03:00 - 24.04.2018 04:00,""0"",""0"",""0"",""0"""
"24.04.2018 04:00 - 24.04.2018 05:00,""0"",""0"",""48"",""48"""
"24.04.2018 05:00 - 24.04.2018 06:00,""0"",""0"",""151"",""151"""
"24.04.2018 06:00 - 24.04.2018 07:00,""0"",""0"",""290"",""290"""
"24.04.2018 07:00 - 24.04.2018 08:00,""0"",""0"",""270"",""270"""
"24.04.2018 08:00 - 24.04.2018 09:00,""0"",""0"",""330"",""330"""
"24.04.2018 09:00 - 24.04.2018 10:00,""0"",""0"",""360"",""360"""
"24.04.2018 10:00 - 24.04.2018 11:00,""0"",""0"",""410"",""410"""
"24.04.2018 11:00 - 24.04.2018 12:00,""0"",""0"",""430"",""430"""
"24.04.2018 12:00 - 24.04.2018 13:00,""0"",""0"",""455"",""455"""
"24.04.2018 13:00 - 24.04.2018 14:00,""0"",""0"",""440"",""440"""
"24.04.2018 14:00 - 24.04.2018 15:00,""0"",""0"",""430"",""430"""
"24.04.2018 15:00 - 24.04.2018 16:00,""0"",""0"",""380"",""380"""
"24.04.2018 16:00 - 24.04.2018 17:00,""0"",""0"",""450"",""450"""
"24.04.2018 17:00 - 24.04.2018 18:00,""0"",""0"",""450"",""450"""
"24.04.2018 18:00 - 24.04.2018 19:00,""0"",""0"",""430"",""430"""
"24.04.2018 19:00 - 24.04.2018 20:00,""0"",""0"",""330"",""330"""
"24.04.2018 20:00 - 24.04.2018 21:00,""0"",""100"",""380"",""580"""
"24.04.2018 21:00 - 24.04.2018 22:00,""0"",""100"",""211"",""411"""
"24.04.2018 22:00 - 24.04.2018 23:00,""320"",""320"",""0"",""200"""
"24.04.2018 23:00 - 25.04.2018 00:00,""75"",""75"",""0"",""200"""
"25.04.2018 00:00 - 25.04.2018 01:00,""0"",""0"",""280"",""280"""
"25.04.2018 01:00 - 25.04.2018 02:00,""0"",""0"",""155"",""155"""
"25.04.2018 02:00 - 25.04.2018 03:00,""0"",""0"",""132"",""132"""
"25.04.2018 03:00 - 25.04.2018 04:00,""0"",""0"",""227"",""227"""
"25.04.2018 04:00 - 25.04.2018 05:00,""0"",""0"",""387"",""387"""
"25.04.2018 05:00 - 25.04.2018 06:00,""0"",""0"",""430"",""430"""
"25.04.2018 06:00 - 25.04.2018 07:00,""0"",""0"",""375"",""375"""
"25.04.2018 07:00 - 25.04.2018 08:00,""0"",""0"",""390"",""390"""
"25.04.2018 08:00 - 25.04.2018 09:00,""0"",""0"",""390"",""390"""
"25.04.2018 09:00 - 25.04.2018 10:00,""0"",""0"",""430"",""430"""
"25.04.2018 10:00 - 25.04.2018 11:00,""0"",""0"",""440"",""440"""
"25.04.2018 11:00 - 25.04.2018 12:00,""0"",""0"",""420"",""420"""
"25.04.2018 12:00 - 25.04.2018 13:00,""0"",""0"",""375"",""375"""
"25.04.2018 13:00 - 25.04.2018 14:00,""0"",""0"",""410"",""410"""
"25.04.2018 14:00 - 25.04.2018 15:00,""0"",""0"",""435"",""435"""
"25.04.2018 15:00 - 25.04.2018 16:00,""0"",""0"",""405"",""405"""
"25.04.2018 16:00 - 25.04.2018 17:00,""0"",""0"",""405"",""405"""
"25.04.2018 17:00 - 25.04.2018 18:00,""0"",""0"",""385"",""385"""
"25.04.2018 18:00 - 25.04.2018 19:00,""0"",""0"",""425"",""425"""
"25.04.2018 19:00 - 25.04.2018 20:00,""0"",""0"",""417"",""417"""
"25.04.2018 20:00 - 25.04.2018 21:00,""0"",""0"",""185"",""185"""
"25.04.2018 21:00 - 25.04.2018 22:00,""0"",""0"",""195"",""195"""
"25.04.2018 22:00 - 25.04.2018 23:00,""0"",""0"",""205"",""205"""
"25.04.2018 23:00 - 26.04.2018 00:00,""0"",""0"",""225"",""225"""
"26.04.2018 00:00 - 26.04.2018 01:00,""0"",""0"",""71"",""71"""
"26.04.2018 01:00 - 26.04.2018 02:00,""0"",""0"",""26"",""26"""
"26.04.2018 02:00 - 26.04.2018 03:00,""0"",""0"",""0"",""0"""
"26.04.2018 03:00 - 26.04.2018 04:00,""0"",""0"",""52"",""52"""
"26.04.2018 04:00 - 26.04.2018 05:00,""0"",""0"",""99"",""99"""
"26.04.2018 05:00 - 26.04.2018 06:00,""0"",""0"",""335"",""335"""
"26.04.2018 06:00 - 26.04.2018 07:00,""0"",""0"",""450"",""450"""
"26.04.2018 07:00 - 26.04.2018 08:00,""0"",""0"",""450"",""450"""
"26.04.2018 08:00 - 26.04.2018 09:00,""0"",""0"",""475"",""475"""
"26.04.2018 09:00 - 26.04.2018 10:00,""0"",""0"",""475"",""475"""
"26.04.2018 10:00 - 26.04.2018 11:00,""0"",""0"",""465"",""465"""
"26.04.2018 11:00 - 26.04.2018 12:00,""0"",""0"",""475"",""475"""
"26.04.2018 12:00 - 26.04.2018 13:00,""0"",""0"",""475"",""475"""
"26.04.2018 13:00 - 26.04.2018 14:00,""0"",""0"",""450"",""450"""
"26.04.2018 14:00 - 26.04.2018 15:00,""0"",""0"",""450"",""450"""
"26.04.2018 15:00 - 26.04.2018 16:00,""0"",""0"",""470"",""470"""
"26.04.2018 16:00 - 26.04.2018 17:00,""0"",""0"",""470"",""470"""
"26.04.2018 17:00 - 26.04.2018 18:00,""0"",""0"",""450"",""450"""
"26.04.2018 18:00 - 26.04.2018 19:00,""0"",""0"",""440"",""440"""
"26.04.2018 19:00 - 26.04.2018 20:00,""0"",""0"",""440"",""440"""
"26.04.2018 20:00 - 26.04.2018 21:00,""0"",""0"",""500"",""500"""
"26.04.2018 21:00 - 26.04.2018 22:00,""0"",""0"",""350"",""350"""
"26.04.2018 22:00 - 26.04.2018 23:00,""0"",""0"",""365"",""365"""
"26.04.2018 23:00 - 27.04.2018 00:00,""0"",""0"",""355"",""355"""
"27.04.2018 00:00 - 27.04.2018 01:00,""0"",""0"",""353"",""353"""
"27.04.2018 01:00 - 27.04.2018 02:00,""0"",""0"",""200"",""200"""
"27.04.2018 02:00 - 27.04.2018 03:00,""0"",""0"",""129"",""129"""
"27.04.2018 03:00 - 27.04.2018 04:00,""0"",""0"",""159"",""159"""
"27.04.2018 04:00 - 27.04.2018 05:00,""0"",""0"",""305"",""405"""
"27.04.2018 05:00 - 27.04.2018 06:00,""0"",""0"",""475"",""475"""
"27.04.2018 06:00 - 27.04.2018 07:00,""0"",""12"",""280"",""280"""
"27.04.2018 07:00 - 27.04.2018 08:00,""0"",""0"",""500"",""500"""
"27.04.2018 08:00 - 27.04.2018 09:00,""0"",""0"",""275"",""325"""
"27.04.2018 09:00 - 27.04.2018 10:00,""0"",""0"",""425"",""525"""
"27.04.2018 10:00 - 27.04.2018 11:00,""0"",""0"",""449"",""449"""
"27.04.2018 11:00 - 27.04.2018 12:00,""0"",""0"",""350"",""350"""
"27.04.2018 12:00 - 27.04.2018 13:00,""0"",""0"",""450"",""649"""
"27.04.2018 13:00 - 27.04.2018 14:00,""0"",""0"",""450"",""650"""
"27.04.2018 14:00 - 27.04.2018 15:00,""0"",""0"",""400"",""581"""
"27.04.2018 15:00 - 27.04.2018 16:00,""0"",""0"",""400"",""581"""
"27.04.2018 16:00 - 27.04.2018 17:00,""0"",""0"",""425"",""456"""
"27.04.2018 17:00 - 27.04.2018 18:00,""0"",""0"",""440"",""540"""
"27.04.2018 18:00 - 27.04.2018 19:00,""0"",""0"",""390"",""559"""
"27.04.2018 19:00 - 27.04.2018 20:00,""0"",""0"",""460"",""460"""
"27.04.2018 20:00 - 27.04.2018 21:00,""0"",""0"",""500"",""650"""
"27.04.2018 21:00 - 27.04.2018 22:00,""0"",""0"",""325"",""522"""
"27.04.2018 22:00 - 27.04.2018 23:00,""0"",""0"",""250"",""341"""
"27.04.2018 23:00 - 28.04.2018 00:00,""0"",""0"",""225"",""317"""
"28.04.2018 00:00 - 28.04.2018 01:00,""0"",""0"",""139"",""139"""
"28.04.2018 01:00 - 28.04.2018 02:00,""0"",""0"",""11"",""11"""
"28.04.2018 02:00 - 28.04.2018 03:00,""0"",""0"",""0"",""0"""
"28.04.2018 03:00 - 28.04.2018 04:00,""0"",""0"",""0"",""0"""
"28.04.2018 04:00 - 28.04.2018 05:00,""0"",""0"",""0"",""0"""
"28.04.2018 05:00 - 28.04.2018 06:00,""0"",""0"",""0"",""0"""
"28.04.2018 06:00 - 28.04.2018 07:00,""0"",""0"",""142"",""142"""
"28.04.2018 07:00 - 28.04.2018 08:00,""0"",""0"",""193"",""193"""
"28.04.2018 08:00 - 28.04.2018 09:00,""0"",""0"",""240"",""240"""
"28.04.2018 09:00 - 28.04.2018 10:00,""0"",""0"",""295"",""295"""
"28.04.2018 10:00 - 28.04.2018 11:00,""0"",""0"",""375"",""375"""
"28.04.2018 11:00 - 28.04.2018 12:00,""0"",""0"",""320"",""320"""
"28.04.2018 12:00 - 28.04.2018 13:00,""0"",""0"",""310"",""310"""
"28.04.2018 13:00 - 28.04.2018 14:00,""0"",""0"",""290"",""290"""
"28.04.2018 14:00 - 28.04.2018 15:00,""0"",""0"",""310"",""310"""
"28.04.2018 15:00 - 28.04.2018 16:00,""0"",""0"",""335"",""335"""
"28.04.2018 16:00 - 28.04.2018 17:00,""0"",""0"",""345"",""345"""
"28.04.2018 17:00 - 28.04.2018 18:00,""0"",""0"",""370"",""370"""
"28.04.2018 18:00 - 28.04.2018 19:00,""0"",""0"",""425"",""425"""
"28.04.2018 19:00 - 28.04.2018 20:00,""0"",""0"",""400"",""400"""
"28.04.2018 20:00 - 28.04.2018 21:00,""0"",""0"",""360"",""360"""
"28.04.2018 21:00 - 28.04.2018 22:00,""0"",""0"",""370"",""370"""
"28.04.2018 22:00 - 28.04.2018 23:00,""20"",""20"",""240"",""240"""
"28.04.2018 23:00 - 29.04.2018 00:00,""0"",""0"",""299"",""299"""
"29.04.2018 00:00 - 29.04.2018 01:00,""0"",""40"",""374"",""374"""
"29.04.2018 01:00 - 29.04.2018 02:00,""0"",""0"",""273"",""273"""
"29.04.2018 02:00 - 29.04.2018 03:00,""0"",""0"",""168"",""168"""
"29.04.2018 03:00 - 29.04.2018 04:00,""0"",""0"",""175"",""175"""
"29.04.2018 04:00 - 29.04.2018 05:00,""0"",""0"",""234"",""234"""
"29.04.2018 05:00 - 29.04.2018 06:00,""0"",""0"",""68"",""68"""
"29.04.2018 06:00 - 29.04.2018 07:00,""0"",""0"",""251"",""251"""
"29.04.2018 07:00 - 29.04.2018 08:00,""0"",""0"",""395"",""395"""
"29.04.2018 08:00 - 29.04.2018 09:00,""0"",""0"",""375"",""575"""
"29.04.2018 09:00 - 29.04.2018 10:00,""0"",""0"",""395"",""595"""
"29.04.2018 10:00 - 29.04.2018 11:00,""0"",""0"",""350"",""550"""
"29.04.2018 11:00 - 29.04.2018 12:00,""0"",""0"",""355"",""555"""
"29.04.2018 12:00 - 29.04.2018 13:00,""0"",""0"",""365"",""465"""
"29.04.2018 13:00 - 29.04.2018 14:00,""0"",""0"",""355"",""455"""
"29.04.2018 14:00 - 29.04.2018 15:00,""0"",""0"",""365"",""465"""
"29.04.2018 15:00 - 29.04.2018 16:00,""0"",""0"",""350"",""450"""
"29.04.2018 16:00 - 29.04.2018 17:00,""0"",""0"",""335"",""335"""
"29.04.2018 17:00 - 29.04.2018 18:00,""0"",""0"",""365"",""365"""
"29.04.2018 18:00 - 29.04.2018 19:00,""0"",""0"",""345"",""345"""
"29.04.2018 19:00 - 29.04.2018 20:00,""0"",""0"",""375"",""375"""
"29.04.2018 20:00 - 29.04.2018 21:00,""0"",""0"",""345"",""345"""
"29.04.2018 21:00 - 29.04.2018 22:00,""0"",""0"",""425"",""425"""
"29.04.2018 22:00 - 29.04.2018 23:00,""0"",""0"",""370"",""370"""
"29.04.2018 23:00 - 30.04.2018 00:00,""0"",""0"",""125"",""125"""
"30.04.2018 00:00 - 30.04.2018 01:00,""0"",""0"",""0"",""0"""
"30.04.2018 01:00 - 30.04.2018 02:00,""0"",""0"",""0"",""0"""
"30.04.2018 02:00 - 30.04.2018 03:00,""0"",""0"",""0"",""0"""
"30.04.2018 03:00 - 30.04.2018 04:00,""0"",""0"",""0"",""0"""
"30.04.2018 04:00 - 30.04.2018 05:00,""0"",""0"",""0"",""0"""
"30.04.2018 05:00 - 30.04.2018 06:00,""0"",""0"",""0"",""0"""
"30.04.2018 06:00 - 30.04.2018 07:00,""0"",""0"",""338"",""338"""
"30.04.2018 07:00 - 30.04.2018 08:00,""0"",""0"",""450"",""450"""
"30.04.2018 08:00 - 30.04.2018 09:00,""0"",""0"",""405"",""405"""
"30.04.2018 09:00 - 30.04.2018 10:00,""0"",""0"",""425"",""425"""
"30.04.2018 10:00 - 30.04.2018 11:00,""0"",""0"",""455"",""455"""
"30.04.2018 11:00 - 30.04.2018 12:00,""0"",""0"",""415"",""415"""
"30.04.2018 12:00 - 30.04.2018 13:00,""0"",""0"",""415"",""415"""
"30.04.2018 13:00 - 30.04.2018 14:00,""0"",""0"",""375"",""375"""
"30.04.2018 14:00 - 30.04.2018 15:00,""0"",""0"",""425"",""425"""
"30.04.2018 15:00 - 30.04.2018 16:00,""0"",""0"",""390"",""390"""
"30.04.2018 16:00 - 30.04.2018 17:00,""0"",""0"",""380"",""480"""
"30.04.2018 17:00 - 30.04.2018 18:00,""0"",""0"",""465"",""565"""
"30.04.2018 18:00 - 30.04.2018 19:00,""0"",""0"",""465"",""565"""
"30.04.2018 19:00 - 30.04.2018 20:00,""0"",""0"",""305"",""405"""
"30.04.2018 20:00 - 30.04.2018 21:00,""0"",""0"",""440"",""440"""
"30.04.2018 21:00 - 30.04.2018 22:00,""0"",""0"",""435"",""435"""
"30.04.2018 22:00 - 30.04.2018 23:00,""0"",""0"",""380"",""380"""
"30.04.2018 23:00 - 01.05.2018 00:00,""0"",""0"",""322"",""322"""
"01.05.2018 00:00 - 01.05.2018 01:00,""0"",""0"",""247"",""247"""
"01.05.2018 01:00 - 01.05.2018 02:00,""0"",""0"",""135"",""135"""
"01.05.2018 02:00 - 01.05.2018 03:00,""0"",""0"",""86"",""86"""
"01.05.2018 03:00 - 01.05.2018 04:00,""0"",""0"",""70"",""70"""
"01.05.2018 04:00 - 01.05.2018 05:00,""0"",""0"",""57"",""57"""
"01.05.2018 05:00 - 01.05.2018 06:00,""0"",""0"",""0"",""0"""
"01.05.2018 06:00 - 01.05.2018 07:00,""0"",""0"",""226"",""226"""
"01.05.2018 07:00 - 01.05.2018 08:00,""0"",""0"",""490"",""490"""
"01.05.2018 08:00 - 01.05.2018 09:00,""0"",""0"",""467"",""467"""
"01.05.2018 09:00 - 01.05.2018 10:00,""0"",""0"",""490"",""490"""
"01.05.2018 10:00 - 01.05.2018 11:00,""0"",""0"",""490"",""490"""
"01.05.2018 11:00 - 01.05.2018 12:00,""0"",""0"",""490"",""490"""
"01.05.2018 12:00 - 01.05.2018 13:00,""0"",""0"",""499"",""499"""
"01.05.2018 13:00 - 01.05.2018 14:00,""0"",""0"",""500"",""500"""
"01.05.2018 14:00 - 01.05.2018 15:00,""0"",""0"",""500"",""500"""
"01.05.2018 15:00 - 01.05.2018 16:00,""0"",""0"",""500"",""500"""
"01.05.2018 16:00 - 01.05.2018 17:00,""0"",""0"",""490"",""490"""
"01.05.2018 17:00 - 01.05.2018 18:00,""0"",""0"",""500"",""500"""
"01.05.2018 18:00 - 01.05.2018 19:00,""0"",""0"",""400"",""400"""
"01.05.2018 19:00 - 01.05.2018 20:00,""0"",""0"",""390"",""390"""
"01.05.2018 20:00 - 01.05.2018 21:00,""0"",""0"",""445"",""545"""
"01.05.2018 21:00 - 01.05.2018 22:00,""0"",""0"",""310"",""410"""
"01.05.2018 22:00 - 01.05.2018 23:00,""0"",""0"",""230"",""230"""
"01.05.2018 23:00 - 02.05.2018 00:00,""0"",""0"",""187"",""187"""
"02.05.2018 00:00 - 02.05.2018 01:00,""0"",""0"",""30"",""30"""
"02.05.2018 01:00 - 02.05.2018 02:00,""0"",""0"",""0"",""0"""
"02.05.2018 02:00 - 02.05.2018 03:00,""0"",""0"",""20"",""20"""
"02.05.2018 03:00 - 02.05.2018 04:00,""0"",""0"",""63"",""63"""
"02.05.2018 04:00 - 02.05.2018 05:00,""0"",""0"",""100"",""100"""
"02.05.2018 05:00 - 02.05.2018 06:00,""0"",""0"",""255"",""255"""
"02.05.2018 06:00 - 02.05.2018 07:00,""295"",""295"",""0"",""93"""
"02.05.2018 07:00 - 02.05.2018 08:00,""260"",""260"",""0"",""0"""
"02.05.2018 08:00 - 02.05.2018 09:00,""250"",""250"",""278"",""378"""
"02.05.2018 09:00 - 02.05.2018 10:00,""0"",""0"",""430"",""430"""
"02.05.2018 10:00 - 02.05.2018 11:00,""0"",""0"",""410"",""610"""
"02.05.2018 11:00 - 02.05.2018 12:00,""0"",""0"",""410"",""510"""
"02.05.2018 12:00 - 02.05.2018 13:00,""0"",""0"",""380"",""380"""
"02.05.2018 13:00 - 02.05.2018 14:00,""0"",""0"",""360"",""360"""
"02.05.2018 14:00 - 02.05.2018 15:00,""0"",""0"",""390"",""390"""
"02.05.2018 15:00 - 02.05.2018 16:00,""0"",""0"",""370"",""370"""
"02.05.2018 16:00 - 02.05.2018 17:00,""0"",""0"",""370"",""370"""
"02.05.2018 17:00 - 02.05.2018 18:00,""0"",""0"",""335"",""335"""
"02.05.2018 18:00 - 02.05.2018 19:00,""155"",""155"",""80"",""145"""
"02.05.2018 19:00 - 02.05.2018 20:00,""354"",""354"",""0"",""0"""
"02.05.2018 20:00 - 02.05.2018 21:00,""250"",""250"",""80"",""130"""
"02.05.2018 21:00 - 02.05.2018 22:00,""390"",""390"",""66"",""66"""
"02.05.2018 22:00 - 02.05.2018 23:00,""470"",""570"",""30"",""30"""
"02.05.2018 23:00 - 03.05.2018 00:00,""395"",""395"",""105"",""105"""
"03.05.2018 00:00 - 03.05.2018 01:00,""275"",""362"",""0"",""91"""
"03.05.2018 01:00 - 03.05.2018 02:00,""175"",""175"",""0"",""0"""
"03.05.2018 02:00 - 03.05.2018 03:00,""0"",""0"",""0"",""0"""
"03.05.2018 03:00 - 03.05.2018 04:00,""0"",""0"",""0"",""0"""
"03.05.2018 04:00 - 03.05.2018 05:00,""0"",""0"",""0"",""0"""
"03.05.2018 05:00 - 03.05.2018 06:00,""325"",""325"",""0"",""0"""
"03.05.2018 06:00 - 03.05.2018 07:00,""435"",""1108"",""0"",""60"""
"03.05.2018 07:00 - 03.05.2018 08:00,""705"",""1156"",""0"",""0"""
"03.05.2018 08:00 - 03.05.2018 09:00,""750"",""1016"",""0"",""0"""
"03.05.2018 09:00 - 03.05.2018 10:00,""705"",""965"",""0"",""70"""
"03.05.2018 10:00 - 03.05.2018 11:00,""369"",""471"",""0"",""0"""
"03.05.2018 11:00 - 03.05.2018 12:00,""68"",""203"",""156"",""156"""
"03.05.2018 12:00 - 03.05.2018 13:00,""0"",""39"",""211"",""311"""
"03.05.2018 13:00 - 03.05.2018 14:00,""0"",""17"",""218"",""218"""
"03.05.2018 14:00 - 03.05.2018 15:00,""0"",""15"",""200"",""300"""
"03.05.2018 15:00 - 03.05.2018 16:00,""100"",""150"",""89"",""189"""
"03.05.2018 16:00 - 03.05.2018 17:00,""325"",""375"",""151"",""251"""
"03.05.2018 17:00 - 03.05.2018 18:00,""607"",""856"",""0"",""100"""
"03.05.2018 18:00 - 03.05.2018 19:00,""820"",""870"",""0"",""41"""
"03.05.2018 19:00 - 03.05.2018 20:00,""890"",""890"",""0"",""0"""
"03.05.2018 20:00 - 03.05.2018 21:00,""761"",""1159"",""0"",""0"""
"03.05.2018 21:00 - 03.05.2018 22:00,""721"",""913"",""0"",""0"""
"03.05.2018 22:00 - 03.05.2018 23:00,""687"",""947"",""0"",""0"""
"03.05.2018 23:00 - 04.05.2018 00:00,""380"",""464"",""70"",""70"""
"04.05.2018 00:00 - 04.05.2018 01:00,""0"",""0"",""0"",""100"""
"04.05.2018 01:00 - 04.05.2018 02:00,""0"",""0"",""0"",""100"""
"04.05.2018 02:00 - 04.05.2018 03:00,""0"",""50"",""0"",""100"""
"04.05.2018 03:00 - 04.05.2018 04:00,""0"",""50"",""0"",""100"""
"04.05.2018 04:00 - 04.05.2018 05:00,""0"",""100"",""0"",""100"""
"04.05.2018 05:00 - 04.05.2018 06:00,""0"",""50"",""48"",""48"""
"04.05.2018 06:00 - 04.05.2018 07:00,""215"",""915"",""10"",""110"""
"04.05.2018 07:00 - 04.05.2018 08:00,""235"",""685"",""0"",""100"""
"04.05.2018 08:00 - 04.05.2018 09:00,""0"",""680"",""75"",""75"""
"04.05.2018 09:00 - 04.05.2018 10:00,""0"",""700"",""455"",""455"""
"04.05.2018 10:00 - 04.05.2018 11:00,""0"",""50"",""445"",""445"""
"04.05.2018 11:00 - 04.05.2018 12:00,""0"",""0"",""465"",""465"""
"04.05.2018 12:00 - 04.05.2018 13:00,""0"",""0"",""425"",""425"""
"04.05.2018 13:00 - 04.05.2018 14:00,""0"",""50"",""425"",""425"""
"04.05.2018 14:00 - 04.05.2018 15:00,""0"",""0"",""425"",""425"""
"04.05.2018 15:00 - 04.05.2018 16:00,""0"",""0"",""425"",""425"""
"04.05.2018 16:00 - 04.05.2018 17:00,""0"",""0"",""410"",""410"""
"04.05.2018 17:00 - 04.05.2018 18:00,""0"",""0"",""385"",""385"""
"04.05.2018 18:00 - 04.05.2018 19:00,""20"",""370"",""210"",""310"""
"04.05.2018 19:00 - 04.05.2018 20:00,""20"",""545"",""220"",""420"""
"04.05.2018 20:00 - 04.05.2018 21:00,""0"",""689"",""390"",""390"""
"04.05.2018 21:00 - 04.05.2018 22:00,""0"",""305"",""325"",""325"""
"04.05.2018 22:00 - 04.05.2018 23:00,""4"",""30"",""310"",""336"""
"04.05.2018 23:00 - 05.05.2018 00:00,""0"",""0"",""275"",""275"""
"05.05.2018 00:00 - 05.05.2018 01:00,""0"",""0"",""239"",""339"""
"05.05.2018 01:00 - 05.05.2018 02:00,""0"",""0"",""73"",""173"""
"05.05.2018 02:00 - 05.05.2018 03:00,""0"",""0"",""7"",""107"""
"05.05.2018 03:00 - 05.05.2018 04:00,""0"",""0"",""0"",""0"""
"05.05.2018 04:00 - 05.05.2018 05:00,""0"",""0"",""11"",""11"""
"05.05.2018 05:00 - 05.05.2018 06:00,""0"",""0"",""28"",""28"""
"05.05.2018 06:00 - 05.05.2018 07:00,""0"",""0"",""128"",""128"""
"05.05.2018 07:00 - 05.05.2018 08:00,""0"",""0"",""315"",""315"""
"05.05.2018 08:00 - 05.05.2018 09:00,""0"",""0"",""320"",""320"""
"05.05.2018 09:00 - 05.05.2018 10:00,""0"",""0"",""375"",""375"""
"05.05.2018 10:00 - 05.05.2018 11:00,""0"",""0"",""405"",""405"""
"05.05.2018 11:00 - 05.05.2018 12:00,""0"",""0"",""410"",""410"""
"05.05.2018 12:00 - 05.05.2018 13:00,""0"",""0"",""450"",""450"""
"05.05.2018 13:00 - 05.05.2018 14:00,""0"",""0"",""440"",""440"""
"05.05.2018 14:00 - 05.05.2018 15:00,""0"",""0"",""464"",""464"""
"05.05.2018 15:00 - 05.05.2018 16:00,""0"",""0"",""480"",""480"""
"05.05.2018 16:00 - 05.05.2018 17:00,""0"",""0"",""500"",""500"""
"05.05.2018 17:00 - 05.05.2018 18:00,""0"",""0"",""435"",""435"""
"05.05.2018 18:00 - 05.05.2018 19:00,""0"",""0"",""460"",""460"""
"05.05.2018 19:00 - 05.05.2018 20:00,""0"",""0"",""435"",""435"""
"05.05.2018 20:00 - 05.05.2018 21:00,""0"",""0"",""410"",""410"""
"05.05.2018 21:00 - 05.05.2018 22:00,""0"",""0"",""400"",""400"""
